,acronym,graph_id,graph_order,id,name,structure_id_path,structure_set_ids,rgb_triplet
154,AUDv5,1,154,1023,"Ventral auditory area, layer 5","[997, 8, 567, 688, 695, 315, 247, 1018, 1023]","[184527634, 12, 667481446, 691663206]","[1, 147, 153]"
155,AUDv6a,1,155,520,"Ventral auditory area, layer 6a","[997, 8, 567, 688, 695, 315, 247, 1018, 520]","[667481449, 184527634, 12, 691663206]","[1, 147, 153]"
156,AUDv6b,1,156,598,"Ventral auditory area, layer 6b","[997, 8, 567, 688, 695, 315, 247, 1018, 598]","[667481450, 184527634, 12, 691663206]","[1, 147, 153]"
157,VIS,1,157,669,Visual areas,"[997, 8, 567, 688, 695, 315, 669]","[3, 112905828, 691663206, 12, 184527634, 112905813, 114512891, 114512892]","[8, 133, 140]"
158,VIS1,1,158,801,"Visual areas, layer 1","[997, 8, 567, 688, 695, 315, 669, 801]",[],"[8, 133, 140]"
159,VIS2/3,1,159,561,"Visual areas, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 561]",[],"[8, 133, 140]"
160,VIS4,1,160,913,"Visual areas, layer 4","[997, 8, 567, 688, 695, 315, 669, 913]",[],"[8, 133, 140]"
161,VIS5,1,161,937,"Visual areas, layer 5","[997, 8, 567, 688, 695, 315, 669, 937]",[],"[8, 133, 140]"
162,VIS6a,1,162,457,"Visual areas, layer 6a","[997, 8, 567, 688, 695, 315, 669, 457]",[],"[8, 133, 140]"
163,VIS6b,1,163,497,"Visual areas, layer 6b","[997, 8, 567, 688, 695, 315, 669, 497]",[],"[8, 133, 140]"
164,VISal,1,164,402,Anterolateral visual area,"[997, 8, 567, 688, 695, 315, 669, 402]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 514166994, 167587189, 114512891]","[8, 133, 140]"
165,VISal1,1,165,1074,"Anterolateral visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 402, 1074]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
166,VISal2/3,1,166,905,"Anterolateral visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 402, 905]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
167,VISal4,1,167,1114,"Anterolateral visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 402, 1114]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
168,VISal5,1,168,233,"Anterolateral visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 402, 233]","[396673091, 691663206, 667481446, 12, 184527634]","[8, 133, 140]"
169,VISal6a,1,169,601,"Anterolateral visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 402, 601]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
170,VISal6b,1,170,649,"Anterolateral visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 402, 649]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
171,VISam,1,171,394,Anteromedial visual area,"[997, 8, 567, 688, 695, 315, 669, 394]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 514166994, 167587189, 114512891]","[8, 133, 140]"
172,VISam1,1,172,281,"Anteromedial visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 394, 281]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
173,VISam2/3,1,173,1066,"Anteromedial visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 394, 1066]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
174,VISam4,1,174,401,"Anteromedial visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 394, 401]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
175,VISam5,1,175,433,"Anteromedial visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 394, 433]","[396673091, 691663206, 667481446, 12, 184527634]","[8, 133, 140]"
176,VISam6a,1,176,1046,"Anteromedial visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 394, 1046]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
177,VISam6b,1,177,441,"Anteromedial visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 394, 441]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
178,VISl,1,178,409,Lateral visual area,"[997, 8, 567, 688, 695, 315, 669, 409]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 514166994, 167587189, 114512891]","[8, 133, 140]"
179,VISl1,1,179,421,"Lateral visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 409, 421]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
180,VISl2/3,1,180,973,"Lateral visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 409, 973]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
181,VISl4,1,181,573,"Lateral visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 409, 573]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
182,VISl5,1,182,613,"Lateral visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 409, 613]","[396673091, 667481446, 691663206, 12, 184527634]","[8, 133, 140]"
183,VISl6a,1,183,74,"Lateral visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 409, 74]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
184,VISl6b,1,184,121,"Lateral visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 409, 121]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
185,VISp,1,185,385,Primary visual area,"[997, 8, 567, 688, 695, 315, 669, 385]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 514166994, 112905813, 167587189, 114512891, 114512892]","[8, 133, 140]"
186,VISp1,1,186,593,"Primary visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 385, 593]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
187,VISp2/3,1,187,821,"Primary visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 385, 821]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
188,VISp4,1,188,721,"Primary visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 385, 721]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
189,VISp5,1,189,778,"Primary visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 385, 778]","[396673091, 691663206, 667481446, 12, 184527634]","[8, 133, 140]"
190,VISp6a,1,190,33,"Primary visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 385, 33]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
191,VISp6b,1,191,305,"Primary visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 385, 305]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
192,VISpl,1,192,425,Posterolateral visual area,"[997, 8, 567, 688, 695, 315, 669, 425]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[8, 133, 140]"
193,VISpl1,1,193,750,"Posterolateral visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 425, 750]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
194,VISpl2/3,1,194,269,"Posterolateral visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 425, 269]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
195,VISpl4,1,195,869,"Posterolateral visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 425, 869]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
196,VISpl5,1,196,902,"Posterolateral visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 425, 902]","[396673091, 667481446, 691663206, 12, 184527634]","[8, 133, 140]"
197,VISpl6a,1,197,377,"Posterolateral visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 425, 377]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
198,VISpl6b,1,198,393,"Posterolateral visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 425, 393]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
199,VISpm,1,199,533,posteromedial visual area,"[997, 8, 567, 688, 695, 315, 669, 533]","[396673091, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 514166994, 112905813, 167587189, 114512891]","[8, 133, 140]"
200,VISpm1,1,200,805,"posteromedial visual area, layer 1","[997, 8, 567, 688, 695, 315, 669, 533, 805]","[667481440, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
201,VISpm2/3,1,201,41,"posteromedial visual area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 533, 41]","[667481441, 396673091, 691663206, 12, 184527634]","[8, 133, 140]"
202,VISpm4,1,202,501,"posteromedial visual area, layer 4","[997, 8, 567, 688, 695, 315, 669, 533, 501]","[396673091, 667481445, 691663206, 12, 184527634]","[8, 133, 140]"
203,VISpm5,1,203,565,"posteromedial visual area, layer 5","[997, 8, 567, 688, 695, 315, 669, 533, 565]","[396673091, 691663206, 667481446, 12, 184527634]","[8, 133, 140]"
204,VISpm6a,1,204,257,"posteromedial visual area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 533, 257]","[396673091, 691663206, 667481449, 12, 184527634]","[8, 133, 140]"
205,VISpm6b,1,205,469,"posteromedial visual area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 533, 469]","[396673091, 691663206, 667481450, 12, 184527634]","[8, 133, 140]"
206,VISli,1,206,312782574,Laterointermediate area,"[997, 8, 567, 688, 695, 315, 669, 312782574]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 514166994, 167587189, 114512891]","[8, 133, 140]"
207,VISli1,1,207,312782578,"Laterointermediate area, layer 1","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782578]","[667481440, 184527634, 396673091, 691663206]","[8, 133, 140]"
208,VISli2/3,1,208,312782582,"Laterointermediate area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782582]","[667481441, 184527634, 396673091, 691663206]","[8, 133, 140]"
209,VISli4,1,209,312782586,"Laterointermediate area, layer 4","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782586]","[184527634, 396673091, 667481445, 691663206]","[8, 133, 140]"
210,VISli5,1,210,312782590,"Laterointermediate area, layer 5","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782590]","[184527634, 396673091, 667481446, 691663206]","[8, 133, 140]"
211,VISli6a,1,211,312782594,"Laterointermediate area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782594]","[667481449, 184527634, 396673091, 691663206]","[8, 133, 140]"
212,VISli6b,1,212,312782598,"Laterointermediate area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 312782574, 312782598]","[184527634, 396673091, 667481450, 691663206]","[8, 133, 140]"
213,VISpor,1,213,312782628,Postrhinal area,"[997, 8, 567, 688, 695, 315, 669, 312782628]","[396673091, 112905828, 688152357, 691663206, 687527945, 184527634, 167587189, 114512891]","[8, 133, 140]"
214,VISpor1,1,214,312782632,"Postrhinal area, layer 1","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782632]","[667481440, 184527634, 396673091, 691663206]","[8, 133, 140]"
215,VISpor2/3,1,215,312782636,"Postrhinal area, layer 2/3","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782636]","[667481441, 184527634, 396673091, 691663206]","[8, 133, 140]"
216,VISpor4,1,216,312782640,"Postrhinal area, layer 4","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782640]","[184527634, 396673091, 667481445, 691663206]","[8, 133, 140]"
217,VISpor5,1,217,312782644,"Postrhinal area, layer 5","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782644]","[184527634, 396673091, 667481446, 691663206]","[8, 133, 140]"
218,VISpor6a,1,218,312782648,"Postrhinal area, layer 6a","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782648]","[667481449, 184527634, 396673091, 691663206]","[8, 133, 140]"
219,VISpor6b,1,219,312782652,"Postrhinal area, layer 6b","[997, 8, 567, 688, 695, 315, 669, 312782628, 312782652]","[184527634, 396673091, 667481450, 691663206]","[8, 133, 140]"
220,ACA,1,220,31,Anterior cingulate area,"[997, 8, 567, 688, 695, 315, 31]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[64, 166, 102]"
221,ACA1,1,221,572,"Anterior cingulate area, layer 1","[997, 8, 567, 688, 695, 315, 31, 572]",[],"[64, 166, 102]"
222,ACA2/3,1,222,1053,"Anterior cingulate area, layer 2/3","[997, 8, 567, 688, 695, 315, 31, 1053]",[],"[64, 166, 102]"
223,ACA5,1,223,739,"Anterior cingulate area, layer 5","[997, 8, 567, 688, 695, 315, 31, 739]",[],"[64, 166, 102]"
224,ACA6a,1,224,179,"Anterior cingulate area, layer 6a","[997, 8, 567, 688, 695, 315, 31, 179]",[],"[64, 166, 102]"
225,ACA6b,1,225,227,"Anterior cingulate area, layer 6b","[997, 8, 567, 688, 695, 315, 31, 227]",[],"[64, 166, 102]"
226,ACAd,1,226,39,"Anterior cingulate area, dorsal part","[997, 8, 567, 688, 695, 315, 31, 39]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[64, 166, 102]"
227,ACAd1,1,227,935,"Anterior cingulate area, dorsal part, layer 1","[997, 8, 567, 688, 695, 315, 31, 39, 935]","[667481440, 184527634, 12, 691663206]","[64, 166, 102]"
228,ACAd2/3,1,228,211,"Anterior cingulate area, dorsal part, layer 2/3","[997, 8, 567, 688, 695, 315, 31, 39, 211]","[667481441, 184527634, 12, 691663206]","[64, 166, 102]"
229,ACAd5,1,229,1015,"Anterior cingulate area, dorsal part, layer 5","[997, 8, 567, 688, 695, 315, 31, 39, 1015]","[184527634, 12, 667481446, 691663206]","[64, 166, 102]"
230,ACAd6a,1,230,919,"Anterior cingulate area, dorsal part, layer 6a","[997, 8, 567, 688, 695, 315, 31, 39, 919]","[667481449, 184527634, 12, 691663206]","[64, 166, 102]"
231,ACAd6b,1,231,927,"Anterior cingulate area, dorsal part, layer 6b","[997, 8, 567, 688, 695, 315, 31, 39, 927]","[667481450, 184527634, 12, 691663206]","[64, 166, 102]"
232,ACAv,1,232,48,"Anterior cingulate area, ventral part","[997, 8, 567, 688, 695, 315, 31, 48]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[64, 166, 102]"
233,ACAv1,1,233,588,"Anterior cingulate area, ventral part, layer 1","[997, 8, 567, 688, 695, 315, 31, 48, 588]","[667481440, 184527634, 12, 691663206]","[64, 166, 102]"
234,ACAv2/3,1,234,296,"Anterior cingulate area, ventral part, layer 2/3","[997, 8, 567, 688, 695, 315, 31, 48, 296]","[667481441, 184527634, 12, 691663206]","[64, 166, 102]"
235,ACAv5,1,235,772,"Anterior cingulate area, ventral part, layer 5","[997, 8, 567, 688, 695, 315, 31, 48, 772]","[184527634, 12, 667481446, 691663206]","[64, 166, 102]"
236,ACAv6a,1,236,810,"Anterior cingulate area, ventral part, 6a","[997, 8, 567, 688, 695, 315, 31, 48, 810]","[667481449, 184527634, 12, 691663206]","[64, 166, 102]"
237,ACAv6b,1,237,819,"Anterior cingulate area, ventral part, 6b","[997, 8, 567, 688, 695, 315, 31, 48, 819]","[667481450, 184527634, 12, 691663206]","[64, 166, 102]"
238,PL,1,238,972,Prelimbic area,"[997, 8, 567, 688, 695, 315, 972]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[47, 168, 80]"
239,PL1,1,239,171,"Prelimbic area, layer 1","[997, 8, 567, 688, 695, 315, 972, 171]","[667481440, 184527634, 12, 691663206]","[47, 168, 80]"
240,PL2,1,240,195,"Prelimbic area, layer 2","[997, 8, 567, 688, 695, 315, 972, 195]",[12],"[47, 168, 80]"
241,PL2/3,1,241,304,"Prelimbic area, layer 2/3","[997, 8, 567, 688, 695, 315, 972, 304]","[667481441, 184527634, 12, 691663206]","[47, 168, 80]"
242,PL5,1,242,363,"Prelimbic area, layer 5","[997, 8, 567, 688, 695, 315, 972, 363]","[184527634, 12, 667481446, 691663206]","[47, 168, 80]"
243,PL6a,1,243,84,"Prelimbic area, layer 6a","[997, 8, 567, 688, 695, 315, 972, 84]","[667481449, 184527634, 12, 691663206]","[47, 168, 80]"
244,PL6b,1,244,132,"Prelimbic area, layer 6b","[997, 8, 567, 688, 695, 315, 972, 132]","[667481450, 184527634, 12, 691663206]","[47, 168, 80]"
245,ILA,1,245,44,Infralimbic area,"[997, 8, 567, 688, 695, 315, 44]","[3, 112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[89, 179, 99]"
246,ILA1,1,246,707,"Infralimbic area, layer 1","[997, 8, 567, 688, 695, 315, 44, 707]","[667481440, 184527634, 12, 691663206]","[89, 179, 99]"
247,ILA2,1,247,747,"Infralimbic area, layer 2","[997, 8, 567, 688, 695, 315, 44, 747]",[12],"[89, 179, 99]"
248,ILA2/3,1,248,556,"Infralimbic area, layer 2/3","[997, 8, 567, 688, 695, 315, 44, 556]","[667481441, 184527634, 12, 691663206]","[89, 179, 99]"
249,ILA5,1,249,827,"Infralimbic area, layer 5","[997, 8, 567, 688, 695, 315, 44, 827]","[184527634, 12, 667481446, 691663206]","[89, 179, 99]"
250,ILA6a,1,250,1054,"Infralimbic area, layer 6a","[997, 8, 567, 688, 695, 315, 44, 1054]","[667481449, 184527634, 12, 691663206]","[89, 179, 99]"
251,ILA6b,1,251,1081,"Infralimbic area, layer 6b","[997, 8, 567, 688, 695, 315, 44, 1081]","[184527634, 12, 667481450, 691663206]","[89, 179, 99]"
252,ORB,1,252,714,Orbital area,"[997, 8, 567, 688, 695, 315, 714]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[36, 138, 94]"
253,ORB1,1,253,264,"Orbital area, layer 1","[997, 8, 567, 688, 695, 315, 714, 264]",[],"[36, 138, 94]"
254,ORB2/3,1,254,492,"Orbital area, layer 2/3","[997, 8, 567, 688, 695, 315, 714, 492]",[],"[36, 138, 94]"
255,ORB5,1,255,352,"Orbital area, layer 5","[997, 8, 567, 688, 695, 315, 714, 352]",[],"[36, 138, 94]"
256,ORB6a,1,256,476,"Orbital area, layer 6a","[997, 8, 567, 688, 695, 315, 714, 476]",[],"[36, 138, 94]"
257,ORB6b,1,257,516,"Orbital area, layer 6b","[997, 8, 567, 688, 695, 315, 714, 516]",[],"[36, 138, 94]"
258,ORBl,1,258,723,"Orbital area, lateral part","[997, 8, 567, 688, 695, 315, 714, 723]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[36, 138, 94]"
259,ORBl1,1,259,448,"Orbital area, lateral part, layer 1","[997, 8, 567, 688, 695, 315, 714, 723, 448]","[667481440, 184527634, 12, 691663206]","[36, 138, 94]"
260,ORBl2/3,1,260,412,"Orbital area, lateral part, layer 2/3","[997, 8, 567, 688, 695, 315, 714, 723, 412]","[667481441, 184527634, 12, 691663206]","[36, 138, 94]"
261,ORBl5,1,261,630,"Orbital area, lateral part, layer 5","[997, 8, 567, 688, 695, 315, 714, 723, 630]","[184527634, 12, 667481446, 691663206]","[36, 138, 94]"
262,ORBl6a,1,262,440,"Orbital area, lateral part, layer 6a","[997, 8, 567, 688, 695, 315, 714, 723, 440]","[667481449, 184527634, 12, 691663206]","[36, 138, 94]"
263,ORBl6b,1,263,488,"Orbital area, lateral part, layer 6b","[997, 8, 567, 688, 695, 315, 714, 723, 488]","[184527634, 667481450, 691663206]","[36, 138, 94]"
264,ORBm,1,264,731,"Orbital area, medial part","[997, 8, 567, 688, 695, 315, 714, 731]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[36, 138, 94]"
265,ORBm1,1,265,484,"Orbital area, medial part, layer 1","[997, 8, 567, 688, 695, 315, 714, 731, 484]","[667481440, 184527634, 12, 691663206]","[36, 138, 94]"
266,ORBm2,1,266,524,"Orbital area, medial part, layer 2","[997, 8, 567, 688, 695, 315, 714, 731, 524]",[12],"[36, 138, 94]"
267,ORBm2/3,1,267,582,"Orbital area, medial part, layer 2/3","[997, 8, 567, 688, 695, 315, 714, 731, 582]","[667481441, 184527634, 12, 691663206]","[36, 138, 94]"
268,ORBm5,1,268,620,"Orbital area, medial part, layer 5","[997, 8, 567, 688, 695, 315, 714, 731, 620]","[184527634, 12, 667481446, 691663206]","[36, 138, 94]"
269,ORBm6a,1,269,910,"Orbital area, medial part, layer 6a","[997, 8, 567, 688, 695, 315, 714, 731, 910]","[667481449, 184527634, 12, 691663206]","[36, 138, 94]"
270,ORBm6b,1,270,527696977,"Orbital area, medial part, layer 6b","[997, 8, 567, 688, 695, 315, 714, 731, 527696977]","[667481450, 184527634, 691663206]","[36, 138, 94]"
271,ORBv,1,271,738,"Orbital area, ventral part","[997, 8, 567, 688, 695, 315, 714, 738]",[],"[36, 138, 94]"
272,ORBvl,1,272,746,"Orbital area, ventrolateral part","[997, 8, 567, 688, 695, 315, 714, 746]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[36, 138, 94]"
273,ORBvl1,1,273,969,"Orbital area, ventrolateral part, layer 1","[997, 8, 567, 688, 695, 315, 714, 746, 969]","[667481440, 184527634, 12, 691663206]","[36, 138, 94]"
274,ORBvl2/3,1,274,288,"Orbital area, ventrolateral part, layer 2/3","[997, 8, 567, 688, 695, 315, 714, 746, 288]","[667481441, 184527634, 12, 691663206]","[36, 138, 94]"
275,ORBvl5,1,275,1125,"Orbital area, ventrolateral part, layer 5","[997, 8, 567, 688, 695, 315, 714, 746, 1125]","[184527634, 12, 667481446, 691663206]","[36, 138, 94]"
276,ORBvl6a,1,276,608,"Orbital area, ventrolateral part, layer 6a","[997, 8, 567, 688, 695, 315, 714, 746, 608]","[667481449, 184527634, 12, 691663206]","[36, 138, 94]"
277,ORBvl6b,1,277,680,"Orbital area, ventrolateral part, layer 6b","[997, 8, 567, 688, 695, 315, 714, 746, 680]","[667481450, 184527634, 691663206]","[36, 138, 94]"
278,AI,1,278,95,Agranular insular area,"[997, 8, 567, 688, 695, 315, 95]","[3, 112905828, 691663206, 12, 184527634, 114512891]","[33, 152, 102]"
279,AId,1,279,104,"Agranular insular area, dorsal part","[997, 8, 567, 688, 695, 315, 95, 104]","[112905828, 688152357, 691663206, 687527945, 12, 184527634, 167587189, 114512891]","[33, 152, 102]"
